block_time,from_addr,to_addr,value_usd,gas_price_gwei,gas_used,method_id,success,source,facilitator_addr,block_time_s,network,is_x402,baseline_eth_usd_assumption
2026-04-25 09:44:03+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85788.0,0xe3ee160e,True,dune_x402_live,0x8f5cb67b49555e614892b7233cfddebfb746e531,148.0,base,True,3000.0
2026-04-25 09:44:03+00:00,0x11660f87317532fbeba149d9fd2740c611aeeea5,0x10c140022927429afb5f7779f4bc5495da8c1e24,0.5,0.01,81000.0,0xe3ee160e,True,dune_x402_live,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863,148.0,base,True,3000.0
2026-04-25 09:44:07+00:00,0x39f1210ff183936b5b80f77fbadcf5642848b82b,0x10c140022927429afb5f7779f4bc5495da8c1e24,0.006902,0.01,80968.0,0xe3ee160e,True,dune_x402_live,0xa32ccda98ba7529705a059bd2d213da8de10d101,152.0,base,True,3000.0
2026-04-25 09:44:09+00:00,0x0360d000622f942b9656d59c679d19d5d12ec989,0x9173fc7aca730ae34838f08dfe85d4a608f38c38,0.001,0.01,85756.0,0xe3ee160e,True,dune_x402_live,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863,154.0,base,True,3000.0
2026-04-25 09:44:11+00:00,0x0360d000622f942b9656d59c679d19d5d12ec989,0x9173fc7aca730ae34838f08dfe85d4a608f38c38,0.001,0.01,85732.0,0xe3ee160e,True,dune_x402_live,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863,156.0,base,True,3000.0
2026-04-25 09:44:11+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85788.0,0xe3ee160e,True,dune_x402_live,0xa32ccda98ba7529705a059bd2d213da8de10d101,156.0,base,True,3000.0
2026-04-25 09:44:11+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85768.0,0xe3ee160e,True,dune_x402_live,0x8f5cb67b49555e614892b7233cfddebfb746e531,156.0,base,True,3000.0
2026-04-25 09:44:13+00:00,0xcb86294b9509101ab0ccbf1c05bb0d6296450754,0x87a6cd8c67649cb1c2221d87fedc3fcf2b22b359,0.31,0.006,80952.0,0xe3ee160e,True,dune_x402_live,0x24d4f332d8e886fc005bb4a103bad21d9ebc2b7f,158.0,base,True,3000.0
2026-04-25 09:44:13+00:00,0x0360d000622f942b9656d59c679d19d5d12ec989,0xca87adbcffdf6539a387783fef17a91dbabeef52,0.001,0.01,85756.0,0xe3ee160e,True,dune_x402_live,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af,158.0,base,True,3000.0
2026-04-25 09:44:15+00:00,0xd1cf36ee51c1892e69e2588f905e2b73222447be,0x10c140022927429afb5f7779f4bc5495da8c1e24,0.201,0.01,81000.0,0xe3ee160e,True,dune_x402_live,0xa32ccda98ba7529705a059bd2d213da8de10d101,160.0,base,True,3000.0
2026-04-25 09:44:15+00:00,0x9d051fe5c1e49f4ad2843f80e9026ddf015ac6e3,0x7d2ceb7a0e0c39a3d0f7b5b491659fde4bb7bcfe,0.05,0.01,85756.0,0xe3ee160e,True,dune_x402_live,0x8f5cb67b49555e614892b7233cfddebfb746e531,160.0,base,True,3000.0
2026-04-25 09:44:23+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85744.0,0xe3ee160e,True,dune_x402_live,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863,168.0,base,True,3000.0
2026-04-25 09:44:23+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85788.0,0xe3ee160e,True,dune_x402_live,0x97acce27d5069544480bde0f04d9f47d7422a016,168.0,base,True,3000.0
2026-04-25 09:44:25+00:00,0xf5c8260646d488103e1a903f472451e059b35aec,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85740.0,0xe3ee160e,True,dune_x402_live,0x97acce27d5069544480bde0f04d9f47d7422a016,170.0,base,True,3000.0
2026-04-25 09:44:27+00:00,0xf5c8260646d488103e1a903f472451e059b35aec,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85728.0,0xe3ee160e,True,dune_x402_live,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af,172.0,base,True,3000.0
2026-04-25 09:44:27+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85756.0,0xe3ee160e,True,dune_x402_live,0x97acce27d5069544480bde0f04d9f47d7422a016,172.0,base,True,3000.0
2026-04-25 09:44:29+00:00,0xf5c8260646d488103e1a903f472451e059b35aec,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85704.0,0xe3ee160e,True,dune_x402_live,0x97acce27d5069544480bde0f04d9f47d7422a016,174.0,base,True,3000.0
2026-04-25 09:44:31+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85768.0,0xe3ee160e,True,dune_x402_live,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863,176.0,base,True,3000.0
2026-04-25 09:44:31+00:00,0xf5c8260646d488103e1a903f472451e059b35aec,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85720.0,0xe3ee160e,True,dune_x402_live,0x8f5cb67b49555e614892b7233cfddebfb746e531,176.0,base,True,3000.0
2026-04-25 09:44:31+00:00,0xf5c8260646d488103e1a903f472451e059b35aec,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85740.0,0xe3ee160e,True,dune_x402_live,0x97acce27d5069544480bde0f04d9f47d7422a016,176.0,base,True,3000.0
2026-04-25 09:44:31+00:00,0x9d051fe5c1e49f4ad2843f80e9026ddf015ac6e3,0x7d2ceb7a0e0c39a3d0f7b5b491659fde4bb7bcfe,0.05,0.01,85768.0,0xe3ee160e,True,dune_x402_live,0xa32ccda98ba7529705a059bd2d213da8de10d101,176.0,base,True,3000.0
2026-04-25 09:44:33+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85788.0,0xe3ee160e,True,dune_x402_live,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863,178.0,base,True,3000.0
2026-04-25 09:44:33+00:00,0xf5c8260646d488103e1a903f472451e059b35aec,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85720.0,0xe3ee160e,True,dune_x402_live,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af,178.0,base,True,3000.0
2026-04-25 09:44:35+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85768.0,0xe3ee160e,True,dune_x402_live,0xa32ccda98ba7529705a059bd2d213da8de10d101,180.0,base,True,3000.0
2026-04-25 09:44:35+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85788.0,0xe3ee160e,True,dune_x402_live,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863,180.0,base,True,3000.0
2026-04-25 09:44:35+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85776.0,0xe3ee160e,True,dune_x402_live,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af,180.0,base,True,3000.0
2026-04-25 09:44:35+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85788.0,0xe3ee160e,True,dune_x402_live,0x8f5cb67b49555e614892b7233cfddebfb746e531,180.0,base,True,3000.0
2026-04-25 09:44:35+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85756.0,0xe3ee160e,True,dune_x402_live,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af,180.0,base,True,3000.0
2026-04-25 09:44:37+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85776.0,0xe3ee160e,True,dune_x402_live,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af,182.0,base,True,3000.0
2026-04-25 09:44:39+00:00,0xa9c424d119323495c3260ef16c7813a1133cd84e,0x7dd5be069f2d2ead75ec7c3423b116ff043c2629,0.001,0.01,85744.0,0xe3ee160e,True,dune_x402_live,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af,184.0,base,True,3000.0
2026-04-25 09:44:39+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85776.0,0xe3ee160e,True,dune_x402_live,0x8f5cb67b49555e614892b7233cfddebfb746e531,184.0,base,True,3000.0
2026-04-25 09:44:39+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85756.0,0xe3ee160e,True,dune_x402_live,0xa32ccda98ba7529705a059bd2d213da8de10d101,184.0,base,True,3000.0
2026-04-25 09:44:39+00:00,0xf5c8260646d488103e1a903f472451e059b35aec,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85740.0,0xe3ee160e,True,dune_x402_live,0xa32ccda98ba7529705a059bd2d213da8de10d101,184.0,base,True,3000.0
2026-04-25 09:44:41+00:00,0xdb76392fa3527b75486917c54a59829ab67e2e23,0x87a6cd8c67649cb1c2221d87fedc3fcf2b22b359,0.36,0.006,80952.0,0xe3ee160e,True,dune_x402_live,0xaa0df01e4d11decf2ad2c459c81d3a495e4f1925,186.0,base,True,3000.0
2026-04-25 09:44:41+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85788.0,0xe3ee160e,True,dune_x402_live,0x8f5cb67b49555e614892b7233cfddebfb746e531,186.0,base,True,3000.0
2026-04-25 09:44:43+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85788.0,0xe3ee160e,True,dune_x402_live,0xa32ccda98ba7529705a059bd2d213da8de10d101,188.0,base,True,3000.0
2026-04-25 09:44:43+00:00,0xa9c424d119323495c3260ef16c7813a1133cd84e,0x7dd5be069f2d2ead75ec7c3423b116ff043c2629,0.001,0.01,85756.0,0xe3ee160e,True,dune_x402_live,0x68a96f41ff1e9f2e7b591a931a4ad224e7c07863,188.0,base,True,3000.0
2026-04-25 09:44:43+00:00,0xf5c8260646d488103e1a903f472451e059b35aec,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85720.0,0xe3ee160e,True,dune_x402_live,0x97acce27d5069544480bde0f04d9f47d7422a016,188.0,base,True,3000.0
2026-04-25 09:44:45+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85756.0,0xe3ee160e,True,dune_x402_live,0x67b9ce703d9ce658d7c4ac3c289cea112fe662af,190.0,base,True,3000.0
2026-04-25 09:44:45+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85756.0,0xe3ee160e,True,dune_x402_live,0x97acce27d5069544480bde0f04d9f47d7422a016,190.0,base,True,3000.0
2026-04-25 09:44:45+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85776.0,0xe3ee160e,True,dune_x402_live,0x97acce27d5069544480bde0f04d9f47d7422a016,190.0,base,True,3000.0
2026-04-25 09:44:47+00:00,0x8f9ac214e8b6f2e2b0dfe7ef6597e6072da2f394,0xa9dd7cc9cbf0e05551332209289f04be36bc2315,0.001,0.01,85768.0,0xe3ee160e,True,dune_x402_live,0xa32ccda98ba7529705a059bd2d213da8de10d101,192.0,base,True,3000.0
